text,action,device
"yo He got shot in the stomach, but he didnt die. right now",NONE,NONE
There was a big fire in my neighborhood. please increase my cooler for me,INCREASE,AC
hey I want you to remember that. please,NONE,NONE
ok im cold now,INCREASE,AC
ok can you tell a um joke thanks,NONE,NONE
ok power up the smart tv please,ENABLE,TV
hey The jar of candles was ready on the table. thanks,NONE,NONE
Thats why they pay us the big bucks. hey stop all the ac thanks,DISABLE,AC
hey increase all like the audio right now,INCREASE,MUSIC
yo Nothing beats a big glass of beer in summer.,NONE,NONE
yo increase room light right now,INCREASE,LIGHTS
yo reduce the screen right now I was excited to spend time with my wife without being interrupted by kids.,DECREASE,TV
bro We saw her duck. now,NONE,NONE
You can make ice cream. for me,NONE,NONE
uh hey raise spotify,INCREASE,MUSIC
hey disable all the bulb Whos calling on the phone this late at night?,DISABLE,LIGHTS
bro how do i set an alarm for me,NONE,NONE
She really wanted to go out to a diner and eat some greasy toast and eggs for breakfast. bro um down my screen,DECREASE,TV
hey I felt sort of sick. now,NONE,NONE
Whos calling on the phone this late at night? would um you switch off all the television please,DISABLE,TV
could you reduce air fan please,DECREASE,FAN
please Heres my big brother. Doesnt he look good? for me,NONE,NONE
Well put you on the list. alright turn down room light for me,DECREASE,LIGHTS
alright power up the air conditioner,ENABLE,AC
"ok activate the aircon for me On top of all that, her parents told her yesterday that they were getting a divorce.",ENABLE,AC
please down fan now Tom doesnt want to make a big deal out of it.,DECREASE,FAN
could you disable tv for me,DISABLE,TV
My only thing is that Im working from home tomorrow. could you turn up my aircon thanks,INCREASE,AC
would you Robert tends to talk big. for me,NONE,NONE
alright he has skipped school on many occasions. right now,NONE,NONE
My big sister washes her hair every morning. for me,NONE,NONE
The course starts next Sunday. alright off fan for me,DISABLE,FAN
can you It will definitely happen sometime in the future. right now,NONE,NONE
bro power off my light please The new movie was not as good as I thought it would be.,DISABLE,LIGHTS
can you Judith Jarvis Thompson is the best philosopher of all time.,NONE,NONE
would you This is too hefty to easily carry. thanks,NONE,NONE
could you I am afraid of dark afternoons. now,NONE,NONE
Its rare to find big yards in Japan. thanks,NONE,NONE
There is a big stack of mail on the table. please shut down music,DISABLE,MUSIC
can you reduce all the fan right now,DECREASE,FAN
i am tired would you switch off bulb thanks,DISABLE,LIGHTS
please I have 60 pairs of shoes. please,NONE,NONE
yo i like am hot now,DECREASE,AC
ok I cant swim after I drink milk. please,NONE,NONE
stop the air conditioner please Whos calling on the phone this late at night?,DISABLE,AC
yo power on all the aircon thanks,ENABLE,AC
please We should hang soon. right now,NONE,NONE
"would you Get away from me, you slimy little worm! thanks",NONE,NONE
yo Id like to talk about the benefits of having a pet pig. thanks,NONE,NONE
would you I am afraid of dark afternoons. right now,NONE,NONE
uh could you make lower ceiling fan please There is a big stack of mail on the table.,DECREASE,FAN
"When she saw Walmart had rotisserie chickens, she thought, this is a miracle. could like you switch on the hvac now",ENABLE,AC
alright Can you come over now? thanks,NONE,NONE
can you activate the light for me,ENABLE,LIGHTS
please She mixed up the recipes and accidentally made a beef parfait. now,NONE,NONE
hey A big fire broke out after the earthquake. please,NONE,NONE
The clock was ticking and kept me awake all night. hey switch off all the tv,DISABLE,TV
like bro heat up the room right now Being fashionable is easy.,INCREASE,AC
You can never turn the clock back. could you uh raise the playlist please,INCREASE,MUSIC
bro I have a friend whose father is the captain of a big ship. for me,NONE,NONE
could you down the light for me Im going to make you a list of what needs to be done.,DECREASE,LIGHTS
please You can never turn the clock back. now,NONE,NONE
yo My only thing is that Im working from home tomorrow. please,NONE,NONE
"bro That house is small, but its big enough for us. right now",NONE,NONE
This could become a problem. could you power on all the ceiling light right now,ENABLE,LIGHTS
"please turn up my um ceiling fan now You connect with nature, and whether you plant flowers or vegetables, you get great satisfaction once the fruits of your labor start appearing.",INCREASE,FAN
yo It looks like you have bigger problems. for me,NONE,NONE
alright There is a dictionary open on the table. please,NONE,NONE
hey reduce my music please,DECREASE,MUSIC
ok Honesty is the best policy. for me,NONE,NONE
hey What a day were having! her mother sighed. now,NONE,NONE
can you The mailbox was bent and broken and looked like someone had knocked it over on purpose. right now,NONE,NONE
hey I am completely drunk.,NONE,NONE
can you Toms apartment is way too big for just one man. now,NONE,NONE
I could hang out with her.,NONE,NONE
"hey When you sit down for a long time, it hurts. thanks",NONE,NONE
Its four a.m. and both of us would rather be asleep. please enable the television for me,ENABLE,TV
ok turn on ceiling light thanks,ENABLE,LIGHTS
hey The tall girl tied her tennis shoes and went outside. right now,NONE,NONE
hey How do you celebrate the 4th of July? for me,NONE,NONE
"hey She didnt drink, but she didnt want people to realize that, so she ordered a ginger ale at the bar. please",NONE,NONE
please do you like know how to run,NONE,NONE
Tom forgot his shopping list and only got half of what he wanted to. please start the aircon for me,ENABLE,AC
power up the playlist thanks,ENABLE,MUSIC
could you um turn on my smart tv right now They painted the coffee shop ceiling black.,ENABLE,TV
could you turn up all the music,INCREASE,MUSIC
would you Tom picked up his glass and took a big sip of wine. right now,NONE,NONE
please Who wrote Treasure Island? now,NONE,NONE
bro um reduce my audio,DECREASE,MUSIC
tell me a news please,NONE,NONE
bro I go back to bedroom. now,NONE,NONE
alright raise my fan please Time is money.,INCREASE,FAN
The bully at school was mean to everyone except me. hey like reduce the playlist for me,DECREASE,MUSIC
She sells Christmas trees. alright disable uh all the spotify for me,DISABLE,MUSIC
I am about as tall as my father now. alright power off my ventilator for me,DISABLE,FAN
yo turn down my playlist uh thanks,DECREASE,MUSIC
please switch on the um air conditioning for me,ENABLE,AC
She was out on the deck of the ship when she saw the first ghosts. hey make lower my television please,DECREASE,TV
could you boost the fan for me,INCREASE,FAN
ok power on my spotify right now,ENABLE,MUSIC
lower the speaker for me,DECREASE,MUSIC
would you shut uh down my music Im going to make you a list of what needs to be done.,DISABLE,MUSIC
would you switch um off sound system right now Its rare to find big yards in Japan.,DISABLE,MUSIC
yo uh boost the fan right now I am about as tall as my father now.,INCREASE,FAN
hey I check off each task on my list as soon as I complete it. for me,NONE,NONE
would you Bumble is better.,NONE,NONE
"yo stop my smart tv thanks She hated chocolate chip cookies, but she loved gingersnaps.",DISABLE,TV
Its four a.m. and both of us would rather be asleep. yo turn up the television please,INCREASE,TV
alright make it warmer,INCREASE,AC
bro shut down my fan like now I have 10 hair straighteners.,DISABLE,FAN
ok up the cooler for me Are you going to have a blue birthday cake for your next birthday?,INCREASE,AC
please Thats why they pay us the big bucks. please,NONE,NONE
"please Show me your rates, please.",NONE,NONE
would you make it warmer now Robert tends to talk big.,INCREASE,AC
alright I only like certain brands of clothes. please,NONE,NONE
"please When the cats away, the mice play.",NONE,NONE
hey turn uh off my fan thanks I want you to remember that.,DISABLE,FAN
would um you turn down television thanks,DECREASE,TV
yo he has skipped school on many occasions. thanks,NONE,NONE
hey stop all the air fan um now,DISABLE,FAN
bro I am about as tall as my father now.,NONE,NONE
please lower the bedside lamp right now The plant was fake but looked very real.,DECREASE,LIGHTS
Im having second thoughts about getting married so soon. right now,NONE,NONE
could you down my like lamp for me,DECREASE,LIGHTS
bro on uh my fan now,ENABLE,FAN
hey lower the television thanks My sister likes to eat cheese on her peanut butter sandwich and pickles on her ice cream.,DECREASE,TV
Its four a.m. and both of us would rather be asleep. would you boost the lights,INCREASE,LIGHTS
yo turn on air fan thanks,ENABLE,FAN
please power up all uh the sound system for me Old habits die hard.,ENABLE,MUSIC
could you power on the fan now,ENABLE,FAN
She froze at the sight of the big spider. would you power off all the um speaker thanks,DISABLE,MUSIC
would you off the television please She started drinking again because she felt so awkward at social gatherings.,DISABLE,TV
please how do i run like right now,NONE,NONE
um alright switch on hvac now There is nothing more that I need to hear.,ENABLE,AC
She studied music in college. please down room light please,DECREASE,LIGHTS
alright uh raise music please,INCREASE,MUSIC
Nikita is a perfectly respectable businessman. alright power off my audio right now,DISABLE,MUSIC
alright stop the aircon,DISABLE,AC
bro turn on light right now Tom forgot his shopping list and only got half of what he wanted to.,ENABLE,LIGHTS
"Show me your rates, please. can you turn down all like the aircon right now",DECREASE,AC
this is annoying um would you turn up my playlist,INCREASE,MUSIC
would uh you up the lights right now,INCREASE,LIGHTS
Old habits die hard. bro disable my smart tv please,DISABLE,TV
hey He needed thirteen stitches. thanks,NONE,NONE
can you I want you to remember that. please,NONE,NONE
ok raise my playlist for me This room is just about big enough.,INCREASE,MUSIC
would you raise all the cooler thanks Her great-great-great grandfather was an outlaw in the Old West.,INCREASE,AC
like could you start the cooler,ENABLE,AC
could you decrease my fan I have a friend whose father is the captain of a big ship.,DECREASE,FAN
"could you Show me your rates, please. right now",NONE,NONE
could you Theres a big package on the desk for you. please,NONE,NONE
Whos calling on the phone this late at night? could you boost the television right now,INCREASE,TV
A balanced diet is a cookie in each hand.,NONE,NONE
how um do i play music,NONE,NONE
would you Dont get too excited! thanks,NONE,NONE
bro Thats a wrap for me. thanks,NONE,NONE
start all um the ac for me My only thing is that Im working from home tomorrow.,ENABLE,AC
yo how do i sing right now,NONE,NONE
There is nothing more that I need to hear. yo make lower uh the speaker thanks,DECREASE,MUSIC
Time is money.,NONE,NONE
idk what im doing could you up the ceiling fan,INCREASE,FAN
"please She wished she had the budget to buy take-out, because she really wanted Thai food.",NONE,NONE
Dont get too excited! increase my television thanks,INCREASE,TV
how are you could you turn off aircon for me,DISABLE,AC
could you power on the ceiling fan right now The mailbox was bent and broken and looked like someone had knocked it over on purpose.,ENABLE,FAN
